,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41068,SGH808QNBG,42772,,On Site,1380W0016_01,,,,APPROVING,4.00 GB,465.80 GB,353.6gb,1,Windows 10 32Bit,DL DEMERIT,0,,1,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 26682,CNK8421866, ,,On Site, ,,,,APPROVING, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 25067,N/A, ,,On Site, ,,,,APPROVING, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,A4tech,Others,CI 29848,N/A,,,On Site,,,,,APPROVING,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41067,SGH808QN9X,42772,,On Site,1380W002_01,10.13.80.78,18-60-24-E5-5A-78,,EVALUATOR,4.00 GB,465.86GB,353.9GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41565,3CQ8042DKD, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 18864,N/A, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,Others,Others,Unreadable,Unreadable,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,DX2710,PE 26892,SGH8470DCV,39792,,On Site,1380W0006_3,10.13.80.156,00-23-7D-16-6B-4E,,EVALUATOR,3318mb,149.00 GB,78.4GB,0.77,Windows XP,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41555,3CQ8042BXR, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,Others,Others,Unreadable,Unreadable, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,HP,Others,CI 14383,N/A,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,Pro3000,PE 36642,SGH044P1KN,40401,,On Site,1380W0001_01,10.13.80.79,6C-62-6D-03-5E-40,,EVALUATOR,894mb,149.00 GB,60.3GB,1,Windows XP,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,Unreadable,CNC209NSSQ, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 17477,N/A, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,A4tech,Others,CI 28163,N/A,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41064,SGH808QNDX,42772,,On Site,1380W001_01,10.13.80.74,18-60-24-E5-5E-1D,,EVALUATOR,4.00 GB,465.80 GB,353.1GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41964,3CQ71337YQ, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,CI 25065,N/A, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,Others,Others,Unreadable,Unreadable,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,UPS,UPS-PC,Others,Others,PE 39445,PA63H20RT1,11/23/2017,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41053,SGH808QNDZ,42772,,On Site,1380W003_01,10.13.80.81,18-60-24-E5-5E-1B,,EVALUATOR,4.00 GB,465.80 GB,353.3GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41557,31CQ8042F2T, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,HP,Others,Unreadable,N/A, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,HP,Others,Unreadable,N/A,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,UPS,UPS-PC,Others,Others,PE 40727,PA63J01HVC,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
